結構類型,站間里程,連續里程,備註,座標N值,座標E值,高程_m
變化點,1+040.0,82+547.016,出土段,2771336.100,288615.704,247.430
高架路段,1+050.0,82+557.016,,2771340.426,288606.688,247.920
高架路段,1+060.0,82+567.016,,2771344.826,288597.709,248.411
高架路段,1+070.0,82+577.016,,2771349.301,288588.766,248.901
高架路段,1+080.0,82+587.016,,2771353.851,288579.861,249.391
高架路段,1+090.0,82+597.016,,2771358.475,288570.994,249.882
高架路段,1+100.0,82+607.016,,2771363.172,288562.166,250.372
高架路段,1+110.0,82+617.016,,2771367.943,288553.378,250.863
高架路段,1+120.0,82+627.016,,2771372.787,288544.629,251.353
高架路段,1+130.0,82+637.016,,2771377.703,288535.921,251.843
高架路段,1+140.0,82+647.016,,2771382.692,288527.255,252.334
高架路段,1+150.0,82+657.016,,2771387.754,288518.630,252.824
高架路段,1+160.0,82+667.016,,2771392.886,288510.048,253.315
高架路段,1+170.0,82+677.016,,2771398.090,288501.509,253.805
高架路段,1+180.0,82+687.016,,2771403.365,288493.013,254.295
高架路段,1+190.0,82+697.016,,2771408.711,288484.562,254.786
高架路段,1+200.0,82+707.016,,2771414.127,288476.156,255.271
高架路段,1+210.0,82+717.016,,2771419.613,288467.795,255.718
高架路段,1+220.0,82+727.016,,2771425.168,288459.480,256.123
高架路段,1+230.0,82+737.016,,2771430.793,288451.211,256.485
高架路段,1+240.0,82+747.016,,2771436.486,288442.990,256.805
高架路段,1+250.0,82+757.016,,2771442.247,288434.817,257.081
高架路段,1+260.0,82+767.016,,2771448.076,288426.692,257.315
高架路段,1+270.0,82+777.016,,2771453.973,288418.615,257.506
高架路段,1+280.0,82+787.016,,2771459.937,288410.588,257.654
高架路段,1+290.0,82+797.016,,2771465.968,288402.611,257.760
高架路段,1+300.0,82+807.016,,2771472.064,288394.685,257.827
高架路段,1+310.0,82+817.016,,2771478.227,288386.810,257.890
高架路段,1+320.0,82+827.016,,2771484.455,288378.986,257.953
高架路段,1+330.0,82+837.016,,2771490.748,288371.214,258.015
高架路段,1+340.0,82+847.016,,2771497.106,288363.496,258.078
高架路段,1+350.0,82+857.016,,2771503.528,288355.830,258.141
高架路段,1+360.0,82+867.016,,2771510.013,288348.218,258.203
高架路段,1+370.0,82+877.016,,2771516.562,288340.661,258.266
高架路段,1+380.0,82+887.016,,2771523.173,288333.158,258.329
高架路段,1+390.0,82+897.016,,2771529.847,288325.711,258.391
高架路段,1+400.0,82+907.016,,2771536.582,288318.320,258.454
高架路段,1+410.0,82+917.016,,2771543.379,288310.985,258.516
高架路段,1+420.0,82+927.016,,2771550.237,288303.706,258.579
高架路段,1+430.0,82+937.016,,2771557.155,288296.486,258.642
高架路段,1+440.0,82+947.016,,2771564.133,288289.323,258.704
高架路段,1+450.0,82+957.016,,2771571.170,288282.218,258.767
高架路段,1+460.0,82+967.016,,2771578.267,288275.173,258.830
高架路段,1+470.0,82+977.016,,2771585.421,288268.186,258.889
高架路段,1+480.0,82+987.016,,2771592.626,288261.251,258.947
高架路段,1+490.0,82+997.016,,2771599.869,288254.357,259.004
高架路段,1+500.0,83+007.016,,2771607.140,288247.491,259.062
高架路段,1+510.0,83+017.016,,2771614.426,288240.641,259.120
高架路段,1+520.0,83+027.016,,2771621.716,288233.797,259.180
高架路段,1+530.0,83+037.016,,2771629.006,288226.952,259.243
高架路段,1+540.0,83+047.016,,2771636.297,288220.107,259.306
高架路段,1+550.0,83+057.016,,2771643.587,288213.262,259.368
高架路段,1+560.0,83+067.016,,2771650.877,288206.418,259.431
高架路段,1+570.0,83+077.016,,2771658.168,288199.573,259.494
高架路段,1+580.0,83+087.016,,2771665.458,288192.728,259.556
高架路段,1+590.0,83+097.016,,2771672.748,288185.883,259.619
高架路段,1+600.0,83+107.016,,2771680.039,288179.039,259.681
高架路段,1+610.0,83+117.016,,2771687.329,288172.194,259.744
高架路段,1+620.0,83+127.016,,2771694.620,288165.349,259.807
高架路段,1+630.0,83+137.016,,2771701.910,288158.504,259.869
高架路段,1+640.0,83+147.016,,2771709.200,288151.660,259.932
高架路段,1+650.0,83+157.016,,2771716.491,288144.815,259.995
高架路段,1+660.0,83+167.016,,2771723.781,288137.970,260.057
高架路段,1+670.0,83+177.016,,2771731.071,288131.125,260.120
高架路段,1+680.0,83+187.016,,2771738.362,288124.281,260.183
高架路段,1+690.0,83+197.016,,2771745.653,288117.437,260.245
高架路段,1+700.0,83+207.016,,2771752.947,288110.596,260.308
高架路段,1+710.0,83+217.016,,2771760.245,288103.760,260.370
高架路段,1+720.0,83+227.016,,2771767.547,288096.927,260.433
高架路段,1+730.0,83+237.016,,2771774.849,288090.095,260.496
高架路段,1+740.0,83+247.016,,2771782.151,288083.262,260.558
高架路段,1+750.0,83+257.016,,2771789.453,288076.430,260.621
高架路段,1+760.0,83+267.016,,2771796.755,288069.598,260.684
高架路段,1+770.0,83+277.016,,2771804.057,288062.765,260.746
高架路段,1+780.0,83+287.016,,2771811.359,288055.933,260.809
高架路段,1+790.0,83+297.016,,2771818.661,288049.101,260.872
高架路段,1+800.0,83+307.016,,2771825.963,288042.269,260.934
高架路段,1+810.0,83+317.016,,2771833.265,288035.436,260.997
高架路段,1+820.0,83+327.016,,2771840.567,288028.604,261.059
高架路段,1+830.0,83+337.016,,2771847.869,288021.772,261.122
高架路段,1+840.0,83+347.016,,2771855.171,288014.939,261.185
高架路段,1+850.0,83+357.016,,2771862.473,288008.107,261.247
高架路段,1+860.0,83+367.016,,2771869.775,288001.275,261.310
高架路段,1+870.0,83+377.016,,2771877.077,287994.442,261.373
高架路段,1+880.0,83+387.016,,2771884.379,287987.610,261.435
高架路段,1+890.0,83+397.016,,2771891.681,287980.778,261.498
高架路段,1+900.0,83+407.016,,2771898.983,287973.945,261.560
高架路段,1+910.0,83+417.016,,2771906.285,287967.113,261.623
高架路段,1+920.0,83+427.016,,2771913.587,287960.281,261.686
高架路段,1+930.0,83+437.016,,2771920.889,287953.449,261.748
高架路段,1+940.0,83+447.016,,2771928.191,287946.616,261.811
高架路段,1+950.0,83+457.016,,2771935.493,287939.783,261.874
高架路段,1+960.0,83+467.016,,2771942.791,287932.947,261.936
高架路段,1+970.0,83+477.016,,2771950.084,287926.105,261.999
高架路段,1+980.0,83+487.016,,2771957.373,287919.259,262.062
高架路段,1+990.0,83+497.016,,2771964.659,287912.409,262.124
高架路段,2+000.0,83+507.016,,2771971.944,287905.559,262.187
高架路段,2+010.0,83+517.016,,2771979.230,287898.709,262.249
高架路段,2+020.0,83+527.016,,2771986.515,287891.859,262.312
高架路段,2+030.0,83+537.016,,2771993.801,287885.009,262.375
高架路段,2+040.0,83+547.016,,2772001.086,287878.159,262.430
高架路段,2+050.0,83+557.016,,2772008.372,287871.309,262.469
高架路段,2+060.0,83+567.016,,2772015.657,287864.459,262.492
高架路段,2+070.0,83+577.016,,2772022.943,287857.609,262.500
高架路段,2+080.0,83+587.016,,2772030.228,287850.759,262.500
高架路段,2+090.0,83+597.016,,2772037.513,287843.909,262.500
高架路段,2+100.0,83+607.016,,2772044.799,287837.059,262.500
高架路段,2+110.0,83+617.016,,2772052.084,287830.210,262.500
高架路段,2+120.0,83+627.016,,2772059.370,287823.360,262.500
高架路段,2+130.0,83+637.016,,2772066.655,287816.510,262.500
高架路段,2+140.0,83+647.016,,2772073.941,287809.660,262.500
高架路段,2+150.0,83+657.016,,2772081.226,287802.810,262.500
高架路段,2+160.0,83+667.016,,2772088.512,287795.960,262.500
高架路段,2+170.0,83+677.016,,2772095.797,287789.110,262.500
高架路段,2+180.0,83+687.016,,2772103.083,287782.260,262.500
高架路段,2+190.0,83+697.016,,2772110.368,287775.410,262.500
高架路段,2+200.0,83+707.016,,2772117.654,287768.560,262.500
高架路段,2+210.0,83+717.016,,2772124.939,287761.710,262.500
高架路段,2+220.0,83+727.016,,2772132.225,287754.860,262.500
高架路段,2+230.0,83+737.016,,2772139.510,287748.010,262.500
高架路段,2+240.0,83+747.016,,2772146.796,287741.160,262.500
高架路段,2+250.0,83+757.016,,2772154.081,287734.310,262.500
高架路段,2+260.0,83+767.016,,2772161.367,287727.460,262.500
高架路段,2+270.0,83+777.016,,2772168.652,287720.610,262.500
高架路段,2+280.0,83+787.016,,2772175.938,287713.761,262.500
高架路段,2+290.0,83+797.016,,2772183.223,287706.911,262.500
高架路段,2+300.0,83+807.016,,2772190.509,287700.061,262.500
高架路段,2+310.0,83+817.016,,2772197.794,287693.211,262.500
高架路段,2+320.0,83+827.016,,2772205.080,287686.361,262.500
高架路段,2+330.0,83+837.016,,2772212.365,287679.511,262.500
高架路段,2+340.0,83+847.016,,2772219.651,287672.661,262.500
高架路段,2+350.0,83+857.016,,2772226.936,287665.811,262.500
高架路段,2+360.0,83+867.016,,2772234.229,287658.969,262.500
高架路段,2+370.0,83+877.016,,2772241.545,287652.152,262.500
高架路段,2+380.0,83+887.016,,2772248.900,287645.376,262.525
高架路段,2+390.0,83+897.016,,2772256.303,287638.653,262.525
高架路段,2+400.0,83+907.016,,2772263.753,287631.983,262.525
高架路段,2+410.0,83+917.016,,2772271.251,287625.366,262.525
高架路段,2+420.0,83+927.016,,2772278.796,287618.803,262.500
高架路段,2+430.0,83+937.016,,2772286.381,287612.286,262.500
高架路段,2+440.0,83+947.016,,2772293.991,287605.799,262.500
高架路段,2+450.0,83+957.016,,2772301.611,287599.323,262.500
高架路段,2+460.0,83+967.016,,2772309.232,287592.848,262.500
高架路段,2+470.0,83+977.016,,2772316.852,287586.374,262.500
高架路段,2+480.0,83+987.016,,2772324.473,287579.899,262.500
高架路段,2+490.0,83+997.016,,2772332.094,287573.424,262.500
高架路段,2+500.0,84+007.016,,2772339.715,287566.949,262.500
高架路段,2+510.0,84+017.016,,2772347.335,287560.474,262.500
高架路段,2+520.0,84+027.016,,2772354.956,287553.999,262.500
高架路段,2+530.0,84+037.016,,2772362.577,287547.524,262.500
高架路段,2+540.0,84+047.016,,2772370.198,287541.049,262.500
高架路段,2+550.0,84+057.016,,2772377.818,287534.574,262.500
高架路段,2+560.0,84+067.016,,2772385.439,287528.100,262.500
高架路段,2+570.0,84+077.016,,2772393.060,287521.625,262.500
高架路段,2+580.0,84+087.016,,2772400.681,287515.150,262.500
高架路段,2+590.0,84+097.016,,2772408.301,287508.675,262.500
高架路段,2+600.0,84+107.016,,2772415.922,287502.200,262.500
高架路段,2+610.0,84+117.016,,2772423.543,287495.725,262.500
高架路段,2+620.0,84+127.016,,2772431.164,287489.250,262.500
高架路段,2+630.0,84+137.016,,2772438.784,287482.775,262.500
高架路段,2+640.0,84+147.016,,2772446.405,287476.300,262.500
高架路段,2+650.0,84+157.016,,2772454.026,287469.826,262.500
高架路段,2+660.0,84+167.016,,2772461.647,287463.351,262.500
高架路段,2+670.0,84+177.016,,2772469.267,287456.876,262.500
高架路段,2+680.0,84+187.016,,2772476.888,287450.401,262.500
高架路段,2+690.0,84+197.016,,2772484.509,287443.926,262.500
高架路段,2+700.0,84+207.016,,2772492.130,287437.451,262.500
高架路段,2+710.0,84+217.016,,2772499.750,287430.976,262.500
高架路段,2+720.0,84+227.016,,2772507.371,287424.501,262.500
高架路段,2+730.0,84+237.016,,2772514.992,287418.026,262.500
高架路段,2+740.0,84+247.016,,2772522.613,287411.551,262.500
高架車站,0+000.0,84+249.157,A8(長庚醫院站),2772524.244,287410.166,262.500
高架路段,0+010.0,84+259.157,,2772531.864,287403.691,262.500
高架路段,0+020.0,84+269.157,,2772539.485,287397.216,262.500
高架路段,0+030.0,84+279.157,,2772547.106,287390.741,262.500
高架路段,0+040.0,84+289.157,,2772554.727,287384.266,262.500
高架路段,0+050.0,84+299.157,,2772562.347,287377.791,262.500
高架路段,0+060.0,84+309.157,,2772569.968,287371.316,262.500
高架路段,0+070.0,84+319.157,,2772577.589,287364.842,262.500
高架路段,0+080.0,84+329.157,,2772585.222,287358.381,262.500
高架路段,0+090.0,84+339.157,,2772592.904,287351.980,262.500
高架路段,0+100.0,84+349.157,,2772600.676,287345.687,262.500
高架路段,0+110.0,84+359.157,,2772608.575,287339.554,262.500
高架路段,0+120.0,84+369.157,,2772616.632,287333.632,262.500
高架路段,0+130.0,84+379.157,,2772624.855,287327.942,262.500
高架路段,0+140.0,84+389.157,,2772633.237,287322.490,262.500
高架路段,0+150.0,84+399.157,,2772641.772,287317.279,262.500
高架路段,0+160.0,84+409.157,,2772650.451,287312.312,262.500
高架路段,0+170.0,84+419.157,,2772659.249,287307.560,262.500
高架路段,0+180.0,84+429.157,,2772668.134,287302.970,262.500
高架路段,0+190.0,84+439.157,,2772677.072,287298.487,262.500
高架路段,0+200.0,84+449.157,,2772686.036,287294.054,262.500
高架路段,0+210.0,84+459.157,,2772695.003,287289.628,262.500
高架路段,0+220.0,84+469.157,,2772703.970,287285.202,262.500
高架路段,0+230.0,84+479.157,,2772712.937,287280.775,262.500
高架路段,0+240.0,84+489.157,,2772721.905,287276.349,262.500
高架路段,0+250.0,84+499.157,,2772730.872,287271.923,262.500
高架路段,0+260.0,84+509.157,,2772739.839,287267.497,262.500
高架路段,0+270.0,84+519.157,,2772748.793,287263.045,262.500
高架路段,0+280.0,84+529.157,,2772757.704,287258.507,262.500
高架路段,0+290.0,84+539.157,,2772766.536,287253.818,262.500
高架路段,0+300.0,84+549.157,,2772775.252,287248.916,262.500
高架路段,0+310.0,84+559.157,,2772783.812,287243.748,262.500
高架路段,0+320.0,84+569.157,,2772792.199,287238.301,262.500
高架路段,0+330.0,84+579.157,,2772800.402,287232.583,262.500
高架路段,0+340.0,84+589.157,,2772808.413,287226.599,262.500
高架路段,0+350.0,84+599.157,,2772816.224,287220.356,262.500
高架路段,0+360.0,84+609.157,,2772823.826,287213.859,262.500
高架路段,0+370.0,84+619.157,,2772831.211,287207.117,262.500
高架路段,0+380.0,84+629.157,,2772838.371,287200.137,262.500
高架路段,0+390.0,84+639.157,,2772845.299,287192.926,262.500
高架路段,0+400.0,84+649.157,,2772851.986,287185.492,262.500
高架路段,0+410.0,84+659.157,,2772858.450,287177.862,262.500
高架路段,0+420.0,84+669.157,,2772864.738,287170.086,262.500
高架路段,0+430.0,84+679.157,,2772870.904,287162.214,262.500
高架路段,0+440.0,84+689.157,,2772877.006,287154.291,262.500
高架路段,0+450.0,84+699.157,,2772883.093,287146.358,262.500
高架路段,0+460.0,84+709.157,,2772889.181,287138.424,262.500
高架路段,0+470.0,84+719.157,,2772895.269,287130.491,262.500
高架路段,0+480.0,84+729.157,,2772901.356,287122.557,262.506
高架路段,0+490.0,84+739.157,,2772907.444,287114.624,262.525
高架路段,0+500.0,84+749.157,,2772913.532,287106.690,262.557
高架路段,0+510.0,84+759.157,,2772919.619,287098.757,262.601
高架路段,0+520.0,84+769.157,,2772925.707,287090.823,262.657
高架路段,0+530.0,84+779.157,,2772931.795,287082.890,262.726
高架路段,0+540.0,84+789.157,,2772937.882,287074.956,262.802
高架路段,0+550.0,84+799.157,,2772943.970,287067.023,262.877
高架路段,0+560.0,84+809.157,,2772950.058,287059.089,262.953
高架路段,0+570.0,84+819.157,,2772956.146,287051.156,263.028
高架路段,0+580.0,84+829.157,,2772962.233,287043.222,263.104
高架路段,0+590.0,84+839.157,,2772968.313,287035.283,263.179
高架路段,0+600.0,84+849.157,,2772974.342,287027.305,263.255
高架路段,0+610.0,84+859.157,,2772980.266,287019.248,263.330
高架路段,0+620.0,84+869.157,,2772986.037,287011.082,263.406
高架路段,0+630.0,84+879.157,,2772991.644,287002.802,263.481
高架路段,0+640.0,84+889.157,,2772997.085,286994.412,263.557
高架路段,0+650.0,84+899.157,,2773002.356,286985.914,263.632
高架路段,0+660.0,84+909.157,,2773007.457,286977.313,263.708
高架路段,0+670.0,84+919.157,,2773012.386,286968.612,263.783
高架路段,0+680.0,84+929.157,,2773017.170,286959.831,263.859
高架路段,0+690.0,84+939.157,,2773021.865,286951.002,263.934
高架路段,0+700.0,84+949.157,,2773026.529,286942.156,264.010
高架路段,0+710.0,84+959.157,,2773031.192,286933.310,264.085
高架路段,0+720.0,84+969.157,,2773035.854,286924.463,264.161
高架路段,0+730.0,84+979.157,,2773040.496,286915.606,264.236
高架路段,0+740.0,84+989.157,,2773045.066,286906.711,264.312
高架路段,0+750.0,84+999.157,,2773049.506,286897.751,264.387
高架路段,0+760.0,85+009.157,,2773053.760,286888.701,264.463
高架路段,0+770.0,85+019.157,,2773057.789,286879.549,264.538
高架路段,0+780.0,85+029.157,,2773061.589,286870.299,264.614
高架路段,0+790.0,85+039.157,,2773065.156,286860.957,264.689
高架路段,0+800.0,85+049.157,,2773068.488,286851.529,264.765
高架路段,0+810.0,85+059.157,,2773071.584,286842.021,264.840
高架路段,0+820.0,85+069.157,,2773074.441,286832.438,264.916
高架路段,0+830.0,85+079.157,,2773077.074,286822.791,264.991
高架路段,0+840.0,85+089.157,,2773079.536,286813.099,265.067
高架路段,0+850.0,85+099.157,,2773081.889,286803.380,265.142
高架路段,0+860.0,85+109.157,,2773084.191,286793.648,265.218
高架路段,0+870.0,85+119.157,,2773086.488,286783.916,265.293
高架路段,0+880.0,85+129.157,,2773088.785,286774.183,265.369
高架路段,0+890.0,85+139.157,,2773091.077,286764.449,265.444
高架路段,0+900.0,85+149.157,,2773093.326,286754.705,265.520
高架路段,0+910.0,85+159.157,,2773095.483,286744.941,265.595
高架路段,0+920.0,85+169.157,,2773097.500,286735.146,265.671
高架路段,0+930.0,85+179.157,,2773099.332,286725.316,265.746
高架路段,0+940.0,85+189.157,,2773100.966,286715.450,265.822
高架路段,0+950.0,85+199.157,,2773102.404,286705.554,265.897
高架路段,0+960.0,85+209.157,,2773103.643,286695.632,265.973
高架路段,0+970.0,85+219.157,,2773104.683,286685.686,266.048
高架路段,0+980.0,85+229.157,,2773105.524,286675.722,266.124
高架路段,0+990.0,85+239.157,,2773106.166,286665.743,266.199
高架路段,1+000.0,85+249.157,,2773106.623,286655.753,266.274
高架路段,1+010.0,85+259.157,,2773106.939,286645.758,266.343
高架路段,1+020.0,85+269.157,,2773107.165,286635.761,266.400
高架路段,1+030.0,85+279.157,,2773107.351,286625.762,266.444
高架路段,1+040.0,85+289.157,,2773107.532,286615.764,266.475
高架路段,1+050.0,85+299.157,,2773107.714,286605.766,266.494
高架路段,1+060.0,85+309.157,,2773107.895,286595.767,266.500
高架路段,1+070.0,85+319.157,,2773108.077,286585.769,266.500
高架路段,1+080.0,85+329.157,,2773108.258,286575.771,266.500
高架路段,1+090.0,85+339.157,,2773108.439,286565.772,266.500
高架路段,1+100.0,85+349.157,,2773108.621,286555.774,266.500
高架路段,1+110.0,85+359.157,,2773108.802,286545.776,266.500
高架路段,1+120.0,85+369.157,,2773108.984,286535.777,266.500
